sentence,hate,category
8054 13985 7587 6512 3968 5911 3337 5911 2987 3739 8054 8510 1343 12196 10676 6233,1,crime
8054 8510 1225 390 2864 6441,1,sports
823 2067 694 5197 14795,1,politics
6596 14616 7916 1429 1656,1,religion
14066 10947 13192 14 14635 8020 12118 6766 9150,0,sports
15836 9154 8054 6993 10220 15271 5626 1429 5376 7247 7570 1850,1,"Meme, TikTok and others"
7138 303 13534 10783 738 13437,1,"Meme, TikTok and others"
10693 13295 14615 831 1495 6774 9265 7883 831 14574 10417 4409 25 11232 1593 15350 14981 7570 5648 5763 7082 10995 1815 11607 10920 4475 1454 9930 2469 12322 5074,0,crime
1145 7078 7341 4438 6796 12323 11258 139 7078 11376 6512 6217 15952 2018 12118 6691 10178 4450 15214 4912 2519,1,sports
3584 1361 8431 6679 11732 8391 2500 20,1,"Meme, TikTok and others"
13937 1324 4582,0,"Meme, TikTok and others"
12725 3747 13161 26,1,entertainment
26 13547 2763 10576 5023,0,entertainment
6171 7590 4296 13962 7326,0,crime
2942 3713 5685 10120 11368 7231 1641 5460 138 11345,1,crime
12368 8889 4482 1790 1069 6201,1,religion
11452 4621 1235 2519,1,"Meme, TikTok and others"
2942 2559 14066 14113 14113 14 854 183 10568,0,religion
3377 15518 10676 2184 1790,1,crime
6158 13934 10415,1,religion
9149 13348 1145 3027,0,sports
3043 1429 13047 6026,1,politics
9656 4376 12613,0,entertainment
13329 3780 7590 1659 11458 7231 12476 11343 13954 12341 13309 3075,0,entertainment
2827 13637 8414 12883 8200 13907 13907 10326,1,sports
5608 10226 1429 7247 12691 1577,0,religion
6771 1819 5642 15478 8201 4669 14792 3953 10596 6196 509 7138 3643 509 3774 3505 7138 15067,1,crime
5027 14499 7844 13375 13047 7058 2957 3830 11791 13047 666 20 4294 9693 1082 11262 6533 409 5502 10336 13047 10491 6533 917 6831 11791 3263 12817 11791 13047 11262 5496 420 6533 13396 11262 2942 7591 4287 5138 4841 12691 917 5789 9777 15724 15957 7889 295 13286 11343 12562 8003 10486 9669 14710 5511 3828 10861 13467 14710 1871 14469 5300 10269 15834 7738 12078 5511 1000 3425 2622 5774 5187 3243 8714 10771 10336 12562 11066 13757 3545 13312 14905 5187 6620 10755 6799 12979 13170 12979 14881 4445 3828 4405 12979 8670 12376 12562 3545 13312,0,politics
3311 4590 11624 11126 10774 6964 13384 12501 741 13047 5935 5281 6335 8838 3106 4404,0,politics
2623 6571 2027 5918 437 11878,1,religion
4381 7802 165 2500,1,sports
13423 7078,0,entertainment
7138 8601 390 6844 9154 13858 14534 8993,1,sports
11993 4635 8807 1429 7655 9912 9845,1,"Meme, TikTok and others"
7145 3968 1107 1429 12345 7230 10403 13047,1,religion
11150 1077 8757 2758 7448 5542,1,entertainment
13989 998 6841 13610 2504 9227 139 13496 15634 2474 3367 14985,1,religion
6844 12484 1026 1026 14153 1722 6512 6744 12118 549 9120,1,crime
8054 15603 7038 14785 1429 3794 14861 10429 170 3923 13225 3539 14861 7229,1,religion
9292 7202 11833,1,"Meme, TikTok and others"
15535 14613 9256 6393 2240 594 13108 11082 13538 9150 4795 6294 948 12480 8734 11448 7843,1,religion
15583 5250 5891 11999 10924 1429 5320 8054 6007 4374 8562 13989 6956 1991 5996,1,entertainment
4840 7573 710,1,entertainment
3868 14 3397 8690,0,sports
14093 7356 7133 12545 12918 13552,1,sports
7667 10944 15957 9220 9017 5631 11354 10227 3076,0,politics
170 8062 3981 13534 261,1,religion
629 13789,0,"Meme, TikTok and others"
2610 1819 8414 14635 3498 1051,1,"Meme, TikTok and others"
14793 12670 13047 9485,0,celebrity
7864 11791 2113 15529 5677 13589,0,religion
12929 1026 5892 15894 2652 5187 13723 5560 1026 15354 6516 5187 10353 13811 14854 1209 1026 1209 4309 14522 7890 2740,1,celebrity
11777 8080 4924 11954 3262 3937,0,sports
15836 12855 9593 549 8695 7138 12857 6775 14286 5268 13104 14613 2177 11434 3073,1,"Meme, TikTok and others"
14077 13312 2615 4187 7991 2295 4986 607 11044 3555 7991 9345 1790,1,politics
2206 13043 3608 6797 15194 14184 7105 13532 3164 4405 8168 14304 624 11966 2739 7945 13454 741 12757 15096 11063 741 12757 5985 1213 12835 7570 1213 14836 6468 6831,0,"Meme, TikTok and others"
1145 2500 9938 14306 6609 11329 9938 3034 2242 15142,0,sports
8414 13423 6844 12484 11279 5775,1,entertainment
4748 7370 8734 13047 12118 549 8960 7843,1,entertainment
8177 171 14724 9256,1,sports
3372 3372 10626 6759 689 7570 14699 2622 11388 10394 15883 7350 10482 7770 4355 4138 7350 4012 5330 4029 1407,1,religion
9301 4044 13286 11458 8571 12562 6018 13312 11458 5855,0,politics
13708 9761 9884 12586 4100,1,entertainment
11968 10532 15161 3767 5109 14317 10899 7447 2647 3956 14630 3602 10676 4405 9872 3838 189 1156 10852 124 6613 15161 12090 261 1385 3509 13315 13146 9528 637 9150 10174 11498 12824 12824 3696 14827 2113 4113,1,crime
2848 13346 1889 3187 6650,0,sports
5495 14402 3711 13506 9837 12078 854 3375 3453 5923 3453 5923 5775 854 10109 1260 10100 123 12503 2044 2548 5952 10237 14570 1360,1,politics
1556 3696 8082 14827 15884 4062 12812 14988 3256 7026 10256 3589 3737 831 13913 9627 2921 3256 3143 7786 6735 7105 9334 13346 13535 7752 14691 7357 6166 3450 570 2922 6941 14528 2922 11038 2278 5199 14131 4713 2922 6811 7760 3711 5080 13612 9405 7076 202 12640 15852 7821 6831 1477 1359 13522 5630 3711 3563 12574 5248 14900 2500 7517 2500 14246 2714 4051 3306 6782 13346 6216 11491 8695 4936 11329 1477 1359 13522 5630 577 14813 6773 4032 12983 1326 9189 12482 13223 3736 6334 8968 2780 618 7948 5263 577 10508 70 9334 14925 1101 1649 1649 4543 1633 577 8569 2795 12117 5838 12482 7609 4431 577 3406 6171 10961 12681 1419 14219 12106 10378 14306 5883 577 10762 12262 10031 15264 9904 9092 15020 9092 2979 5569 7506 305 13744 2953 2979 7506,0,crime
10497 384 13471 8510 12497 6998 3708 384,1,religion
2615 15936 11242 10260 11458 13422 173 1077 4918 8610 4212 14774 12309 8333 7230 4040 2295 9150 4365,0,celebrity
6991 15863 8420 13894 2816 12153 12153 2120 4054 7230 9149 10326 11537 4391 13763 9571 3320 15618 3359 6540 2789 7570 2799 14981 13047 11904 11910 13596 14013 12846 10227 2235 5970 5930 10329 11871 7608 1017,0,celebrity
10486 12078 13116 716 5647 9133 9372 10263 941 5599 15283 15354 14635 9485 7667 14745 7138 2139 3298 8712 13123 9364,1,politics
3953 12328 7138 7223 5286 10620 12328 6158 6608 13938 7962,1,religion
6570 4436 11653 15635 7962 15465 6434 768 13798,0,celebrity
13446 3906 7570 79 12956 8143,0,sports
6841 6916 7411 6082,1,"Meme, TikTok and others"
1605 26 14182 11539 10353 1129 26 8317,1,politics
7230 7230 5744 8579 1343,1,entertainment
11376 3877 13047 4935 13666,1,sports
3253 9723 14647 821 14562,0,entertainment
6171 9405 6956 14038 10781 14859 6578 6171 13547 1958 6171 13547 10336 6393 14859 13112 1579 3329 7767 5857 6171,0,religion
6158 1429 14066 4998 7413 1819 14599 12202 5284 9718,1,politics
14858 505 13653 5297,0,"Meme, TikTok and others"
7868 14859 1069 12118 7321,1,religion
13448 3253 12051 11044 939 2882 12939,0,entertainment
11963 12202 14395 14461,1,"Meme, TikTok and others"
15721 12154 12118 9608 9150 1790,0,entertainment
1562 5513 1280 13954 13534 7231 5402 6640 485 14683 6540 13361 920 12928 11760 743,0,crime
8317 4271 3345 15160 3792 544 9102 7717,1,crime
2943 10463 7105 11891 12662 3674 3063 1790 12381 15300 10368 5082 11543 10696,0,religion
10580 11150 1819 4265 4717 12491,1,crime
6171 10319 9615 10995 15770 1815 14447,0,religion
7231 890 13186 9293 10514 7982 3734 2211 9048,0,celebrity
1026 7590 6026 15898 741 999 15 5983 1673 15832 14439,0,celebrity
2474 1024 464 15788 6176 2474 5017 13112 7363 5017 5017 14635 9323 3602 10995 5094 15525 5606,0,crime
7667 1269 13456 546 13680 4485 8271 15227 7667 13463 11712 8621 4622,0,celebrity
9784 3686 464 1026 3225,0,celebrity
4381 755 12118 12522 10095 13276 12202 8185,1,"Meme, TikTok and others"
8143 10163 12654 3043,1,crime
15836 1819 11376 1429 10995 12613 3477 237 7138 7356 227 3747 227 7138 7007 14836 7570 7138 7356 4046 10163 1 7627 1429 15836 14072 11376,1,sports
10269 10178 13047 5569 1366 10486 862 11063 4717 7230 5744 14368 4717 12322,1,entertainment
26 1376 15161 6540 7791 7791 228 12939 831 1369 3937 4191 13868 4191 3131 15161 11169 5215 11030 12026 12026 10393 8258 2144 10607 2819 9570 13073 11224,1,crime
15066 11150 1819,1,sports
5027 6540 6812 15423,0,politics
26 7138 1982 1944 13811 2470,1,"Meme, TikTok and others"
1026 12274 6312 6274 14890 6175 9422,0,celebrity
7138 2476 14613 9256 15836 1819 2146 8551 13547 699 8764 5196 7280 2620 685,1,sports
3739,0,crime
6690 8714 14266 7528,1,crime
1026 831 8702 8358 6990 1026 14098 4551 10223 8747 3509 236 12610 6107 3097 142 3040 9327 2692 2729,0,celebrity
12956 13047 10005,1,sports
5943 14291 15952 2375 5852 14066 10884 5055 2942 15952 13047 1361 3097 5831 13590 14652 10884 8646,1,crime
11376 8054 2104 12918 14523,1,sports
14635 15603 10362 4635 12323 9185,0,crime
11376 15836 8027 13570 15836 7754 5853 6098 1657,1,sports
7594 11897 14103 7594 13099 1471 7078 4556 741 246 4635 1471 7078 12039 11270 3095 15004 1471 7078 5166 14103 8087 1471 7078 14971 15603 11270 2936 7594 10735 6295,1,crime
3584 340 15324 13283 13009 340 7115 12746 2209,1,entertainment
13191 12855 8692 5751 11241 5751 8510 14731 5656 5751 1429 7138 10246 2852 369 2829 201 7138 9255 7182 13882 14384 12423 11066 7889 10995 1815 464 10101,1,"Meme, TikTok and others"
3896 4829 15959 7570 2942 2152 15147 7247 14798 6991 4485 3896 13673 7570 7624 14924 2675 5434 13047 6997 9089 5188 2963 12855 2842 4829 4829 8785 10975 8167 2887 7590 7419 7970 11260 14513 11044 4871 697 3443 3528 13895 10858 6268 5459 6540 9089 12180 10533 2581 1069 9468 2200 1650 5736 3171 3226 1909 9089 509 2909 5622 6218 6573 3739 7619 81 1682 15504 7231 4012 7462 12196 14925 9264 13348 4485 3896 13673 7570 7648,0,"Meme, TikTok and others"
14440 14607 5932,1,politics
15583 1130 15410 3360 5751 2684 2571 7972,0,entertainment
8015 3203 14358 15836 13576,1,entertainment
2974,0,"Meme, TikTok and others"
412 7290 14019 2615 3043 15836 14072,1,religion
3615 10568 8912 7350 9301 6732 7962 10856 1275 3615 10568 8912 7350 9301 8337,0,religion
6393 11146,1,religion
8652 5506 445 15269 14254,0,entertainment
11532 3564 14047 7912 6545 9089 9048 331 7594 8072 14601 6755 8604 2924 14675 7922 6369 4717 10189 9248 14601 3015 9756 14675 7594 2645 1069 1069 10532 5829 8765 7751 5130 5130 10532 6612,1,celebrity
11376 12238,0,sports
3642 14072 13983 5559 9256 11963 4720 1819 7138 502 15440 10164 4449 11963 1429 10486 7259,1,"Meme, TikTok and others"
14365 9737,0,entertainment
11044 235 14451 2138 8939 9789 9514 8473 1145 8123 8917 1797 12152 3862 12378 9163 14981 1145 8939 7230 7230 8073 3271 14227 4210 14808,0,sports
12954 9734 15111 2288,0,celebrity
12973 4349 1000 2421,0,"Meme, TikTok and others"
6492 13047 12853,1,religion
8881 7052 2491 3940 8886 8894 5136 8465 279 13462 5305 8712 3996 2187 7052 661 12899 10720 5730 11030 8249 13442,1,entertainment
12918 9004 618 8265 9623 11784 13589 7536 10433 10178 193 3187 986,1,sports
12499 7229 8697 1790 6674 6540 6674 9301 1107 11502,1,politics
6799 3602 13283 14914 11129 13283 6841 10708 10809 13346 11687,1,crime
831 7194 10982,0,entertainment
15583 1377 1429 13247,1,religion
2204 3584 13910 225,1,celebrity
15836 14072 7138 14613 390 3593 15814 11624 12188,1,sports
10650 10995 13346 11607,0,"Meme, TikTok and others"
14231 13032 464,0,"Meme, TikTok and others"
5057 997 13444 8604 12287 2489 5027 3780 14105 7708 14365 11873 14103,0,"Meme, TikTok and others"
6843 2519 137 738 3338 2603 13985 2033 20 11996 6843 2519 13990 14302 9467 6797 7450,1,sports
8410 7962 689 4110 1585 6537 15096 6458 12717 3203 4110 1514 11544,0,religion
3043 6608,1,sports
8410 1145 4260 4168 12969 9423 5525 11695,0,sports
9021 10188 12807 3148 741 6337 2200,1,entertainment
1535 8537,0,"Meme, TikTok and others"
3169 11150 13637 4109 7247 5735 15782 3368 5490 11441 4440 3464 13164,1,entertainment
14070 5599 8333 4971 13378 7078 2906,0,entertainment
578 6393,1,religion
10263 12233 7837 5594 1144 9092 8329,0,celebrity
2320 6540 10808 6288 1397 2030 7986 9089 8249 7223 12348 6288,0,religion
816 12019 5608 12613,0,entertainment
15836 14475 12118 15782 7187,1,religion
13261 13261 13261 12037,1,crime
4138 4138 11030 5091,0,crime
8938 2918,0,politics
4727 2204 1026 5701 6393 8871 10051,0,celebrity
10178 13111 15603 349 13047 4740 6177,0,politics
26 3694 11172 7570 14103 12874 301 3625 13846 1591 4951 3322 14005 4273 15183 169 9195 11236 12646 8240 12128 8321 4273 14525 8240 7583,1,crime
11258 1312 4002 7650 1877 2510 15693 5393 6796 12566 415 9479 1026 5301 2729 0 3951 2961 4021 13937 14491 6393 10494 9416 4974 12470 1104 8510 4359,0,celebrity
10360 14534 430 13983 8289 8508 9645 13443,1,"Meme, TikTok and others"
7130 7130 7130,1,celebrity
15836 7754 6066 11849,1,"Meme, TikTok and others"
2848 14756 11693 13430 2357 15051 7669,0,"Meme, TikTok and others"
9089 9574 9574 11441 2636 4301 1821,0,politics
11150 13637 8689 7909 1790 15064 782 1790 442 3228 8667 14066 2755 15699 14 1790 12198 11137 13210 10263 7778 11137 2436 10944 14981,1,politics
5546 3988 1770 7765 12904 15469 1271 14189 7196 4777,1,celebrity
14573 741 15603 939 15836 13552,1,religion
14297 11331,1,entertainment
13324 10884 5001 6441 2933 392 392 7234 5222 12988 2663 5242 2953 9345 6871 13892 392 9742 9969 14675 13423 7752,1,entertainment
5197 6180 2689,1,religion
15721 12863 1183 9256 485 831 13939 13108 1183 9256 14440 9308 11730,1,entertainment
4438 15096 10005 5616,0,sports
14066 7078 5085 741 4618,0,politics
2848 7669 14607 15335 6540 15069 14607 310 5101 4532 5743 5569 7806 13740 5114,0,"Meme, TikTok and others"
3739 14440 5779 10691 15782 3462 13578 12082 14726 9150,1,crime
9084 5437 4160 15527 12194 6393 10766 8899 15772,0,religion
14836 483,0,politics
13324 14476 1819 4843 14635 526,1,sports
11267 15487 7448 595,1,crime
9225 15103 10600 12413 1776 1790 13134 1232 10966 9094 12324 13192 3253 7666,1,entertainment
3043 3515 1819,1,religion
4256 13047 7570 8387 10676 10907 10676 15913 9459 10676 14635 10676,1,crime
11638 1026 3220,0,celebrity
8143 7229,1,politics
3761 11687 11150 11175 13423 13557 13589 464,1,sports
6608 15913 15649 3289,1,politics
7100 13283 9311 8143 9836,0,entertainment
14914 710 10676 14558 7824 10170 4262 1429 741 3683 741 9833 5599 13743 2177 2171 15525,1,crime
15834 12750 10426 11392,1,politics
10142 6100 9449 1163 3821 13292 1895 11461 4299,0,celebrity
842 830 8695 8057 10125 4299,0,religion
9442 10551 11063 2831 14668 5956 14981,0,celebrity
8807 8054 4603 15265 8054 12074 15247 15913 12717 13441 10676 13441 10676 12412 6759 4394 197,1,crime
15094 9236 13101 10178 13592 6652 11014 4717 9723 10486 8374,0,politics
464 13097 13495 464 6755 13495 9150,0,sports
14073 4968 10850 1186 831 1429,1,"Meme, TikTok and others"
11150 1077 5501 4538 8369,1,religion
1026 11343 7231 14539 4988 12371 3434 12113 9334 12128 6216 10665 14090 12185 15674 5580 8795 6609 13878 12582 11401 4564 3044 796 11564 13931,0,celebrity
6171 10975 12803 1419 1385,0,"Meme, TikTok and others"
14077 14402 8804 6073 8414 8804 10926,1,politics
1902 3043 5267 7590 4381 3601 7247 9317,0,sports
2113 6651 13292 9005 7454,0,crime
12881 5569 5569 2282 9150,0,"Meme, TikTok and others"
8111 1971,1,"Meme, TikTok and others"
11150 8017 14508 10364,1,"Meme, TikTok and others"
8896 1429 4189 12892,1,entertainment
2246 1724 3172 2588 11063 6587 13928 12932 3041 967 12991 14081 562 8406 10616 13583 13303 12275 22 3 10227 6368 12708 12231 2906,0,politics
12196 5501 464,0,crime
6171 2113 4734 6956 7379,1,religion
5408 5160 4667 10049,1,celebrity
4377 7078 6443 2151 5622,0,politics
15588 9878 8189,0,"Meme, TikTok and others"
8410 3539 1819 4891 9154 1238 5240 3376,1,celebrity
15721 14311 3343 7667 5728 8267 10777 14645 4376 14957,1,entertainment
15836 9756 13014 464 7529 10141 9537 1819 15247 8734 2791 4337 11988 5460,1,"Meme, TikTok and others"
9976 12413 11470 11269 14031 3644 13637,1,entertainment
868 26,1,crime
10251 2953 12118 15782 4372,0,celebrity
13881 14420 10336 7231 13872 485 15952 15103 4072 15583 15376 6216 205 6512 14489,1,sports
6961 11419 7753 8218 4043 10404 15788 6764 9039,0,politics
11173 2113 1325 1362,0,entertainment
3018 13357 12422 3341 3645 3453,1,entertainment
8240 14826,1,sports
15349 7667 13463 9388 3777 4743 7511 9516 9635 2871 615 7247,0,celebrity
1429 13047 12895 12229 1733 4810 6291 12895,1,religion
11795 6797,0,religion
14699 15588 10328 13990 741 6171 9658 406 13454,0,"Meme, TikTok and others"
12956 1473 2171 5657 13430 15068 11963 2774 7003 15111 14981 1145 6573 13454 14981 12956 11372 2650 4363 13087 14625,1,sports
7973 13312 11242 2953 509 3453 12363 1106 246 14104 15614 2854,1,politics
13324 6548 5157 2606,1,celebrity
8414 7590 2828 12271 11874 7231 5684 154,0,crime
7962 3253 1429 1377 4506,0,religion
12108 6843 4331 4502 5544 13637 6843 7447 7490,1,sports
6171 8639 11081 10426 7570 10888 831 15600 2837 7138 7356 9421 14726 8423 1429 5027 2882 1429 5027 2882 6247 7570 10492 3253 11066 8286 11666 11666,0,religion
6571 9435 9652 8695 3783 11044,1,"Meme, TikTok and others"
5788 523 13676 2852 12118 11849,0,politics
8339 6171,0,religion
7078 170 11847 15275 3300 170 12918 10888 6136,1,religion
6512 9154 9192 12741 9965 214 12741 6540 15202 4635 8054 4066 1377 1790 689 6492 11458 14367 1429 6596 12347 1850 3300 6158 1429 3300 5540 11192,1,religion
13247 13247 13247,0,religion
14187 11654 7078 1770 8249 1208 5548,0,sports
12015 5829 13789 7024 8977 14039 4228 4658 15456 2495,0,entertainment
10844 8177 13563 3502 5776,0,sports
1325 699 1770 8723,0,entertainment
6158 11150 9435 13032,1,crime
1924 5919 4402 14837 6533 5800 6136 4949,1,sports
14440 12918 14141 15096 11968 1886 1541 5502 9311 8598 10727 5179 1541 5502,1,crime
7667 12723 14676 1343 15836 1819 13192 13047 15018 1650 11434 5656,1,crime
10532 4279 9276 14077 13312 9155 6828 6603 246 10269 11899 7570 2154 2154 14648 1086 5029,1,politics
11044 7341 5057 12721 7341,0,"Meme, TikTok and others"
26 14325 346 2220 7814 4595 3288 4915 3300 573,1,crime
10187 14707,1,sports
5688 12918 13205 464,1,"Meme, TikTok and others"
15822 56,1,religion
8185 14724 3706 6464 4717 12128 7570 10244 7356 14214 8896 5219 4374 14724 5177 6973 14912 1429 13156 9362 1935 4527 9298 14072,1,"Meme, TikTok and others"
490 1269 14724 15899 8815 15525,0,religion
8143 3043,1,religion
8240,1,crime
4915 15836 14224 5501 464,1,crime
4376 4171 14635 13239 392 12156 7341 11584 15201 1298 3007 4859 9582,0,entertainment
6393 12413 6032 1419 6831 4946,0,religion
12962,0,religion
6408 15603 3362 14534 6831,0,sports
4527 8840 12343 11066,1,sports
11548 9923 5495 190,1,celebrity
8384 15104 3128 689 13459 9404 11963 9404 13247 14914 2244 939 11838 6882 11838 6882 9404 13459 9404 11963,1,religion
10570 2228 5495,1,politics
8410 4131 5097 12386 9129 10555 15782 9150,1,entertainment
9592 10736 9172 7768 5630 9570 8381 11248 3300,0,religion
967 5268 6965 42 15781 6679 371 2368 3942,1,"Meme, TikTok and others"
976 10433 2429 7536 3253 6160 6059 7570 6881 10433 14299 1805 15655 2981 3253 9092 12902 4089,0,crime
8977 12989,1,celebrity
8143 7229 15721,1,entertainment
14535 5244 9310 13144 4178 14272 3199,0,celebrity
4986 13047 624 7229,1,"Meme, TikTok and others"
14754 3900 14710 6966 14440 13938 15721 12780 7720,1,entertainment
11289 7885 10486 12855 4736 6564 10394 138 14355 11470 11343 2475 14773 6564 3971 245 13283 3116 1648 6809 14072 14445 15939 8777 15685 15290 928 7752 66 6679 11533,1,entertainment
7078 2981 15603 8249,0,entertainment
13732 11030 13423 464,0,entertainment
8214 12390 12394 15608 4717 3256 5895 10165 2398 3085 10674 1191 6656 14098 933 1036 640 10486 11682 10364 10908 5107 12133 8214 10885 7767 7779 3986 15401 4996 6391 831 8214 15002 4140 14306 1958,0,"Meme, TikTok and others"
6572 11543 51 1819 5648 5763 759,1,religion
2134 3570 2669 10737 14708 1232,0,celebrity
15836 12855 2973,1,sports
1770 9056 15436 10178 1876 13789 8044 6060 1145 1238 4910 9878 10992 12283 13589 12640 12376 13047 14635 3253 14971 7667 5159 1145 14563 278 13329,0,sports
15449 9567 2297 15179,0,entertainment
12602 14211 14266 7528 12470 1104 5657,1,crime
9637 15104 3221 11458 3253 15722 14152 14066 4891 3759 3843 5197 2999 5028 11048 14575 854 10552 12928 3072 4717 1587 3821 7690 4192 7332 10568 11329 13566 10878 15367 8102 4717 1808 12857 8320 8956 7230 7230 7570 14066 939 2882 11150 10416 11506 7247 3833 10769 13625 14816 14066 5197 2368,1,"Meme, TikTok and others"
14419 13448 2848 8919 464 464 464 464,0,"Meme, TikTok and others"
11121 12697 11337 2191,0,entertainment
6158 8042 9334 2731,1,entertainment
11300 26 13264 8143 1640 13597 9090 13047 9362,1,entertainment
1642 14837 8013 6098 1657 11458 6608 15472 1883 8967,1,sports
7230 7117 11024 5066 5066 1924 12976 6766,0,entertainment
10937 10693 8471 8673,0,entertainment
3584 12191 12419 12419 3921 12019 5905,0,celebrity
4209 2801 12857 5212 13047 2760 7078 12482 13590 6498,0,religion
13441 6126 2195 15603 3688,0,celebrity
7837 5446,0,celebrity
11321 12452 13680 1143 14799 15103 1596 2959 1993,0,entertainment
8640 1819 13192,0,politics
14415 2393 1286 12145 12691 1798 11993,1,crime
13448 1342 15359 3255 14627 9409 1170 1776 15687 7956 5963 699 2660 15431 1342 15359 14414 5204 10993 4114 13943 8482 11012 7008 549 525 15600 392 12783 14414 3255 12539 14627 9409 9824 699 6815 14627 9409 5124 7414 9615 13382 1650 2427 7889 3255 12539 14627 9409 392 4000 9451 14728 2660 13423 7016 15435 4921 12539 3324 216 11012 7008 14878 549 13423 2684 349 392 14627 9409 1170 1529 2660 5204 12765 4662 8003 1849 6670 15832 7654 7762 15753 1591 13335 5294 11405 392 10353 7956 5497 8938,0,entertainment
10795 12879 8938 10452 14187,0,religion
3198,0,entertainment
10993 5885 5502 6288 12613 3404 12037 10993,0,entertainment
11194 7183 3079 2400,1,entertainment
3957 222 4185 5513 14635 7038 1643 640 3862 6540 7231 3793 13702 8060 11506 6222,0,crime
6127 15156 10001,0,sports
607 11656 2106 13047 7231 4490 373,1,entertainment
15816 12794 11731 9459 3697 9459,1,politics
227 14925 1041 4699 7341 837 14621 5137 10964,0,sports
15836 11730 117 2451 12714 174,1,entertainment
14762 7789 7207 15163 13296 10646 11044 5848 10336 6591 10236 654 2628 1638 14066 11663 705 14848 3733 831 2085 15163 10970 2498,0,celebrity
7230 7230 4138 4284 1790 6865 7127,0,politics
10993 11874 3930 940 14050 11657 12799 7023 12234 15714 5756 485 11657 9142,0,entertainment
14296 10893 6026,1,sports
13384 9085 8795 139 9149 15394 12511 13384 9303 12511 11168 9258 8177 15632 2486 7889 7407 12289 7020 5723 10975 8214 888 15386,0,sports
3253 13047 14440 3043 10005 13216 10163 15096 7726 671,1,entertainment
1429 9230 4635 3043 6220 13616 3064 3338 7247 15729 10676 3871 6831 6639 15952,1,sports
6829 15042 14054 1478 5955 13312 1403,0,politics
1246 1819,1,religion
2154 2154,0,celebrity
13496 8496 9092 8375 10227 8375 5166 14859 12613 9985 9048,1,politics
5204 4986 10974 10755 2639 2260 7230 639 228,0,entertainment
6158 14220 6648 9014 12807 575 4666,1,sports
8414 12586 1773 7078,1,crime
6371 1288 4869 13047 3355 15600 4869 11066 7889 15887 1288 1144 13673 1907 15600 3169 3704 3456 4869 3556 11687 15600 3815 5013 3556 11687 15600 5069 9099 5368 2622 5757,0,sports
170 6844 13225 11044 2525 13937 14491 13496,1,religion
2520 1770 12183 7231 5032 3607 12612 244 3253 7928 11136 5827 8815 9624 13997 11063 5705 11488,0,celebrity
7837 11296 26 9364 8054 14977 3423 1790 8054 10336 4800 9150 5829 1429 8054 1723 10336 7837 1935 26 14075 1722 9745 12918 13552,1,celebrity
3043 14072 13623 854 3019 3562 5239 11441 13623 5524 9459 15650 11202 712 7570 15699 13100 13525 14948 4942 3727 15864 15782 13100 13542 6785 13100 10680 6181 244 261 1322 7570 15603 8494 7570 4117 15788 14330 9934 7231 6425 11938,1,"Meme, TikTok and others"
6227 4251 8254 464,0,politics
14242 2984 1429 2837 6337 15649 7138 10610 5900 796 2636 1429 8019 3606,1,entertainment
1429 11963 741 3360 13822 12855 10440 9108 4765 15401 11942 10022 1973 13321 3564 12807 10002,1,sports
12918 5588 12118 6766 1657,1,religion
15836 14072 11138 15091 8124 8967 796,1,crime
15144 11903 10415 14981,0,crime
1718 6108 11791 3253 10200 9938 6810 1770 7247 7685,0,sports
15099 7667 7890 14981 2023 521 509 9479 509 2886 13783 9479 7203 699 13027,0,entertainment
723 13631 2082 11849 741 12670 7231 2168 631 12025 5157,0,sports
7230 10992 5865 7150 9875,0,entertainment
14643 8496 6835 13592 5269,0,politics
12918 11623 464,1,crime
7590 14036 9124 1269 8214 10109 5575,0,politics
2154 14648 5599 4717 15603 14192 7088 6907,1,crime
14837 12118 6248 5328 14339 8791 13055 3043,1,sports
11791 2548 464 1026 6732 8182 3995 3830 2584 2366 903 1927 14015,0,celebrity
26 1429 170 12841 11739 6527 1312 6080 7138 4995 7247 2419 9457,1,religion
5130 2944 2067 11341 1196 8709 13919 6009 310 12358 7857 4466 14045 10675 2222 5383 13805 922 15111 15306 172 172 6868 11876 10580,1,celebrity
15033,1,crime
14325 5403 4229 5027 2837 8510 13934 4736 6784 1587 15287 15924 4350 15852 7704 10944 8510 13934 10043 3325 14773 13992 3325 5606 6584 8112 2023 4350 11430 5457 8203 5437 10326 1487 1487 7937 4446 10226 10419 5081 4229 5027 4736 13992 7061 4168 10496 11151 6381 3132 6619 13752 266 10708 10712 520 13653 2001 2366 8393 12088,0,crime
7387 6681 6609 3344 6540 259 8203 11736 11794 7570 7020 2848 12380 7570,0,"Meme, TikTok and others"
3043 4876 2308 7138 1069 10124 5744 4333 11923 14359 8695 9429,1,entertainment
1491 723 10515 12683 12387 3869 3550,0,sports
11150 1819 14462 15678 14859 15721 978 703,1,entertainment
10865 26 2651 14440,1,"Meme, TikTok and others"
14187 1026 984 10641,0,politics
15701 7604 6571 11802 6766 13101,1,crime
8054 14613 9256,1,sports
10005 1221 1288 6832,0,sports
14237 11871 11849 2207 6844 10570,0,sports
1145 7669 13789,0,"Meme, TikTok and others"
10975 10932 10603 14314 6247 5888,0,sports
12725 9256,1,entertainment
3777 15603 12190 15095 8078 15792 14893 10166 485 3848 15485 12398 9569 3848 923 9912 12326 15699 12128 6474 297 8327 854 10109 12370 11343 7231 9355 11389 1442 15792 12420 11343 7231 12934 13954 4766,0,celebrity
