sentence,hate,category
তাহেরি মাদারচুদ খানকির পুত,1,religion
মিন্নিকে ক্রসফায়ারে হক।সিসি টিভি ফুটেজে বুঝা মূল পরিকল্পনা কারী মিন্নি।,0,crime
মাদারচুত,1,religion
একটা ইমাম সামনে মহিলা মাথায় ঘুমটা দেয়নি থিকেই বুঝাযায় মহিলার চরিত্র ভেজাল মহিলা একটা জারজ সন্তান,1,religion
আল্লাহর সার্বিক সুস্থ্যতা কামনা করছি স্যার।,0,celebrity
মুবিটি একটু আবেগ ময় গেলামআর মুবি বাবা চাকরদেখলে কান্না আশে,0,entertainment
সানজিদা অফিস সহকারী খুব সেক্সি ডিসি নিজেকে নিয়ন্ত্রণ নি,1,crime
আপ্নেরে চুতিয়ার ভাবতাম সাউয়া মনে হয়।,1,celebrity
মুন্নি আইনের আওতায় নিয়ে আসা সুস্থ স্বপক্ষে বিচার,0,crime
পাগিল রানূ,1,"Meme, TikTok and others"
গাজা খেয়ে কথা বলিস সালা এরকম আলটু পালটু বিডিও বানাবি,1,sports
শালা পুরুষ নামের কলংক,1,"Meme, TikTok and others"
বিডিও দেখলে মনকে শান্তনা দেবার ভাষা থাকেনা। কতটা নিষ্ঠুর মানুষ গুলো মানুষ দাঁড়িয়ে দেখছে রিফাত কুপানো অতচয় চাইলে সবাই মিলে একসাথে রিফাত বাঁচাতে পারত। তানা বাচার চেষ্টা করল জানোয়ারের তাকিয়ে রইল। একটু চেষ্টা অকালে মরতে হতোনা রিফাত কে। কষ্ট রিফাতের চোখের পানি আসে অজান্তে। আল্লাহ যেনো রিফাত জান্নাত বাসি করে।,0,crime
ভগবান শ্রীকৃষ্ণের বলছেন বালো বাসা আনোদ ভকতি তাৰা মানুষ নাথা ভালো,0,entertainment
কাশ্মীরের স্বাধীনতার,0,"Meme, TikTok and others"
জিগাতলায় পক্ষ তোর মরা বাপ ছিলো শুয়ার্।,1,celebrity
তুই ত শালা পাগল,1,"Meme, TikTok and others"
অপরাধীদের কঠিন শাস্তি চাই। প্রশাসন শাস্তি ব্যর্থ হয় দেশে অহরহ ঘটনা দিন ঘটতেই,0,crime
আপনাদের কারনে একজন জানোয়ারকে পেলাম হাত কেটে নেয়া হক,0,"Meme, TikTok and others"
কম রাস্তায় পুরুষ ছিল। গুলা হিজলা। হিজলা বললে কম হবে।,1,crime
বালের তুরে সামনে পাইলে মাথার মুইতা দিমু বালের গান,1,entertainment
হবেনা কিন্ত আপলোড দিছে খবর,0,crime
মানুষ দেখি ঝুলেপড়া বড় বড় দুধ পাগল আরে ভাবুন ব্রা জামা পড়ার পরও কেমন ঝুলে খালি গায়ে কতটা বিশ্রী লাগবে কোথায় দুধের মাথাটা পড়বে,0,"Meme, TikTok and others"
সাব্বির যতদিন বাংলাদেশ মাচ দেখব,0,sports
বিচারক বাবা শুদ্ধভাবে জন্ম দেয়নি,1,entertainment
জাফরের পেজে সবাই আনলাইক প্রতিবাদ জানাও বইগুলো কুরিয়ার পাঠিয়ে দেও ঠিকানাঃ মুহাম্মদ জাফর ইকবাল শাহাজালাল বিঞ্জান প্রযুক্তি বিশ্ববিদ্যালয়,0,celebrity
দুদ দুইটা বিশ কেজি,1,"Meme, TikTok and others"
আপ্নি হাদিস বল্লেন সাথে চুলের সম্পর্ক,0,religion
তোমার ভুদা হাত মারছি,1,entertainment
বিচারকের মাকে চুদি সালাদের রিস্কা চালানোর যোগ্যতা মাগী গুলারে আনছে বিচারক মুসলিম কখনো নাটক মুভী করেনা জায় মাগীগুলা ছেলেগুলা জারা এক রিস্কা আলার ছেলে হবার যোগ্যতা ভাবতেই অবাগ লাগে বিচারক জতসব খ্যাত থাইকা উইঠা আসছে মাদার চোদেরা তোরাই মাসুদরানা হ দেখি তোদের চুদাচুদি মিডিয়ায় গেছোস ই পরিচালোকের চুদা খেয়ে,1,entertainment
ঠিকানাটা মাইরা ফাটাইয়া লামু,0,"Meme, TikTok and others"
অপু উকিলের শাউয়াদিয়া মানকছুদেওয়া,1,politics
পাপন জারযের বাচ্ছার পদত্যাগ চাই।,1,sports
ছেলে মেরে ফেলা ওচিত পুরটা পারলামনা চখে পানি আসলো আল্লা অকে মাপ করবেনা,0,"Meme, TikTok and others"
তুই বড় মাগির পুত,1,religion
তোর মাইয়ার হে ডা,1,celebrity
নটির পোলা পাপন তোর খেলা,0,sports
হট ভিডিও পছন্দ হট ভিডিও লিংক দাও,0,entertainment
সেইসবছেলেমেয়েদের জন্যে খুব মায়া হয়যাদের বাবা মায়েরা শুধুমাত্র পরীক্ষায়জিপিএ ফাইভ পাওয়ানোরপ্রতিযোগিতায় সন্তানদেরঠেলে শৈশবের আনন্দকেড়ে নিয়েছেন বড়দুর্ভাগা মনে,0,celebrity
শালারে নুচ্চাগো,1,crime
ওটা ছেলে জানোয়ার কুকু্র একটা,1,"Meme, TikTok and others"
জানোয়ারের বাচ্চা কুত্তা নাস্তিক,1,religion
একজনের সাথে পেম হবার আরেক পেম কিভাবে জতসব পাগলচোদার নাটক,1,entertainment
ভিডিওতে জা পেয়েছি দেশের শরকার দেখছেনা জদি প্রধানমন্তি এটায়ি দাবি মিন্নিকে গ্রেপ্তার,0,crime
পাপন হালা চিন্তায়কালো গেছে।🤣🤣🤣,1,sports
বাইন চুদের বাচ্চা গুজব খবর কথায় পাইছে আশরাফুল দুনিয়া ছেরে চারালের বাচ্চার পাছা গরমরড ঢুকিয়ে হবে।,1,sports
অই সালা চাপাবাজ। বিসিবি রে দোষ ছে শালা। দোষ সাকিব শাস্তি সাকিবই পাবে,1,sports
চমৎকার গান,0,entertainment
মাগির দালালি সাটিফিকেট দে,1,crime
পাপনের মারে চুদি এইটা সাজানো,1,sports
ভোদা প্রেমিক,1,crime
দাড়িয়ে মানুষনা কুকুর,1,crime
মারে চোদ,1,crime
মদ খাবেন স্যার,0,celebrity
হাতে গনা কএটা পিলিয়ার পুরান চাল নতুন বালো পিলিয়ার। সরানর নাটক। নতুন গুুলা বালো পুরান গুুলা বাদ পরবে।,0,sports
অাওয়ামিলিগ অামাদের দেশকে লুটে নিচ্ছে,0,politics
মুস্তাফিজ বাংলাই বললো ভালো লাগলো,0,sports
খুব খারাপ লাগলো স্যার বিপদ শুনে। আল্লাহর আপনাকে তাড়া তাড়ি সুস্থ দেয়। শুভ কামনা রইল।,0,celebrity
দেওয়ান বাগি কুত্তার ধন তোর মুখে ঢুকামু সালা,1,religion
সালার নাস্তিক,0,religion
নুসরাত জাহান মারার এগুলা চিন্তা কান্নাকাটি করাটাও হারাম,0,crime
মুশফিকের হাতে ট্রফিটা যাওয়াতে কার কার খারাপ লাগছে লাইক দিন 👍🖐👍,0,sports
ভাই ওবায়দুল কাদেরকে এক গ্লাস মুলার জুস দে,0,politics
ধন্যবাদ স্যার কথাগুলো মনে রাখব,0,celebrity
পর্ণ তারকারে চাকরি দিলো কেমনে,1,crime
এক কথায় ফাসি চাই দেশে আইন একটা স্বাধীন দেশ পরাধীন দেশ,0,crime
রাষ্ট্রপতি কম কমেডিয়ান বেশি মনে একজন সুপ্রতিষ্ঠিত নারী ব্যাক্তিগত বিষয় নারী ভদ্র বিপক্ষে কেস করেনি আন্তর্জাতিক মহলে,0,"Meme, TikTok and others"
স্যার কথার সাথে সম্পূর্ণ একমত চলেন নামাজ পড়ে আসি,0,celebrity
শাহরিয়া কবিরকে ফাঁসি চাই শুকরের বাচ্ছা।,1,religion
হিজড়া তোতলা কাক কাদের সাহস কুত্তা কুত্তির দলের লাইনে দাঁড়িয়ে পুরুষত্ত্ব দেখাতে চায়,1,politics
এগুলারে পাগলা গারদে ফাঠানো হক ভনডো হালারা,1,religion
সালা বনডো মাদারি,1,religion
খানকির পোলা তোরে মথ খাওয়াইয়া কুকুর দিয়া চোদামু,1,"Meme, TikTok and others"
নায়ক আসলে,0,entertainment
আল্লাহ সাথে ভয় নাই।,0,religion
শালা মিজানুর রহমান তুই পাগল নবিকে বলিস সিক্স পিক,0,religion
ভাই ওরকথা শুনলে শরীরে পেশার ওঠেযাই ওরে পাইতাম। ।শালার মাথার কইটা ছিড়া।,0,religion
আবাল মাগি,1,entertainment
সিলেট শহরটা কবুতরের বিখ্যাত। শাহজালাল মাজারে জালালি কবুতর। শাহজালাল বিশ্ববিদ্যালয়ে একটা দালালি কবুতর। arif adnan bai,0,celebrity
ভাবসাব টা,1,sports
হেতেনের লেখা পইড়া আইলাম কমেন্ট পড়তে 😂😂,0,celebrity
আগের 😁😁😁 আপডেট,0,crime
চোদার আলাপ করলি,1,"Meme, TikTok and others"
ইন্ডিয়ার ধোন চুষবি,0,"Meme, TikTok and others"
নারী জাতির কলঙ্ক ।,0,crime
অনিল কাপুর মাধুরী অভিনীত হিন্দি ছবি quot বেটা quot র হুবহু নকল।,0,entertainment
হেডা জিয়া,1,politics
ভাই দুধের বোটা গুলো কেমন হইলো একটু দেখানোর সুযোগ করতেন।,1,entertainment
মিনি শালিকে ফাঁসি দেওয়া,1,crime
তোর বাচার ব্যবস্থা তোর স্যার পুলিশের কনস্টেবল চাকরি দিয়ে দুই কোটি টাকা কাবিন নামা দিয়ে তোদের দুইজনকে একসাথে বেতের বারি দিয়ে বিয়ের দিলে তোর বাছার ব্যবস্থা । তোর স্বামী মরে তুই গরিব একটা বেকার ছেলেকে বিয়ে পারতি,0,crime
ধন্যবাদ আপনাকে পাপনের মুখোশ খুলে দেওয়ার ভালভাবে কিলিয়ার দিয়েছেন পাপন কতটা মাদারচোদ,1,sports
বেশ্যা মিথীলা নোমো মাগি,1,entertainment
সালা দুইটাই মাগি মাগিবাজ,1,sports
জাজগুলো দেখলে ইচ্ছে থাপ্রাইতে মুন্চায়😠😠পাদিয়া কেমতে জাজ ডোন্ট নো,1,entertainment
আপনাদের বোকা চোদাদদের জন্যই খেলোয়ার গুলো নষ্ট হচ্ছে।।।বার সমালচনা বারোটা বাজিয়ে দিয়েছে।।।। তে শিখবে না।।।।মানুষ টাকা আয় খরচের জন্য।।।,1,sports
মেয়েতো চুদা খাওয়ার খুব অস্থির হয়ে আছি গো,1,crime
মনে মিন্নি ভাবছিল ছেলেরা জামাইকে উত্তম মধ্যম ছেড়ে দিবে হয়তোবা ভাবেনি কুত্তাগুলা রিফাতরে খুনের মতলব আটছে,1,crime
পরিমনি গোয়া মারা খুব দরকার অর দুধ বড় বড় এজন্য গোয়া মারা খুব প্রয়োজন।,1,entertainment
সাব্বির বেড বয় গুড বয় নিন্দকের দল,0,sports
আপনে বনড মির জাগা পাছেন বাল জান,0,religion
স্যারের পেইজ লাইকাররা দেখি সবাই স্যারের শত্রু। আপনারা স্যারকে ঘৃনা স্যারের লেখা পড়েন কেনো পেজ সসম্মানে বাহির পেচাল কেন।,0,celebrity
জাতীয় বোকাচোদা,1,celebrity
মাদারচুদের রিমান্ডে দরকার অফিসসে কেনোঅফিসকে অপমান পুলিশ কোথাই।,1,crime
গুলো জারজ পতিতা জনম,1,sports
খনিকের হোলা বিচারকারী তোরে চো দে ডাক্তার তোরে জুতা মেরে বাংলাদেশ বাহির উচিৎ তোদের জানোয়ারের জুতার মালা রেডি যাস,1,entertainment
সাধারন জজনগন করতু ভাইরাল গন ধোলাই জেলে দেয়া আসলে সাধারণ জনগন এগুলো করেনা করেতু বড় বড় নেতা খেতারা ক্ষমতার জোরে আরো জানি মুখোসের আড়ালে সালা ডিসি ছি ছি ছি 😠মাগীটা সারে খতি করেনি মাগী,1,crime
ভাই তুই জিবনে এতো দিনে একটা ভালো কাজ করছোছ। খানকির পোলারে হোগ 😂😂😂😂,1,religion
শুয়োর একটা আল্লাহ তোক জাহান্নাম দিবেদুনিয়ায় আল্লাহ তোক গজব দিক,1,"Meme, TikTok and others"
মাগি বালের মজা কানকির পোলক,1,entertainment
আরে বিএনপিরা অরে এতো দামি ঘরি গিফট ফাসাই দিছে। 🤣,0,politics
ইটা সরকারে দোস খানকি মাগি একসান না। সরকারে দেওনবাগি মুরিদেরা চোদে,1,religion
সালার লজ্যা সালা কথা,1,crime
ভণ্ড সালা,1,religion
বিচারকদের বলতাছি তদের সবাইকে চুদি,1,entertainment
শালা মুশফিক চেটের বাল,1,sports
বান চুদ,1,religion
একটা জানুয়ার দেখলাম সাথে একটা মহিলা জানুয়ার,1,"Meme, TikTok and others"
বাংলা ভাষা বাংলা বর্ণ ভালোবাসেন নাম ইংরেজিতে কেনো,0,celebrity
মুশফিক ভাইয়ের আশা করছি ছেলেটাকে মাফ যেনো করে।।,0,sports
কুত্তার বাচ্চা ভিডিও পিটাতি,1,"Meme, TikTok and others"
এডমিন পাবলিক কমেন্ট গুলা পেজ পোস্ট এডমিন কর্তৃক filtering নতুবা কুরুচিপূর্ণ লোকের বাজে কমেন্ট পেজ পবিত্রতা নষ্ট ইতিমধ্যেই যেহেতু কমেন্ট স্যার চোখে পরার সম্ভাবনা বেপারটা খেয়াল,0,celebrity
পাপন সাহেব পানি ঢালে নিচ গাছ কাটেসালা একটা আসল মীরজাফর,1,sports
মাগিরে লেংটা কইরা চুদছে জিত,1,entertainment
তোরে পাইলে কুপায় মারতামজারজের বাচ্চা,1,"Meme, TikTok and others"
হে লোক সাবধান কিসের তুই মাওলানা হাফিজুর রহমান ছিদ্দীকির বদনাম করছ আল্লাহকে ভয় কর,0,religion
হিজরার ভাব সালা পাগল,1,religion
সেফু তোর মায় আমারে চুদে,1,"Meme, TikTok and others"
ছেলেটা মারার পিছনে মেয়েটার হাত কেননা ছেলেটা ছেলেটা মারছে সাথে অনেকগুলো ভিডিও সোশ্যাল মিডিয়াতে গুলো ফটো ভিশন মিডিয়াতে এসেছে একটাতে ছেলেগুলাকে কেক খাইয়ে দিচ্ছে ছেলেরা কেক খাইয়ে দিচ্ছে হাজবেন্ডের সাথে একটা ফটো পোশাক গায়ে দেওয়া সেম টু সেম পোশাক দেওয়া ছেলেটা ছেলেটা ছেলেটার সাথে একটা সেলফি মানে মেয়েটার বিয়ে হওয়ার ছেলেটার সাথে অবৈধ সম্পর্ক ষড়যন্ত্র হাজবেন্ডকে মারার পরিকল্পনা নাম মেয়েটা প্রথম বলছে ছেলেটা ছেড়ে সানি খুতবা সাথে রিলেশন বিয়ে হয় বিয়ে হয় একটা অফার অফার অফার টা কোথায় আসে এক দ্বিতীয় নাম্বার সাথে রিলেশন ফাটা কিভাবে আসলো খাইয়ে দিচ্ছে তোমাকে খাইয়ে দিচ্ছে দ্বিতীয় কথা মেয়েটা সেম টু সেম পোশাক গায়ে দেওয়া হাজবেন্ডের সাথে ছেলেটার সাথে সেলফি তদন্ত আইনের আওতায় আনা কেননা গ্রুপটা মেয়েটা হেল্প যতক্ষণ ঘরের একটা সদস্যের সাথে মিলিত ততক্ষণ সুর কখনো আরেকজনের ঘরে চুরি কেননা ঘরের মানুষ শামিল থাকলে সঠিক কাজটা হিম্মত আসানিসে সহজ চুরি যেটা বুঝতে পারলাম মেয়েটার ভালো তদন্ত দেখেন আপনারা মেয়েটার হান্ডেট পার্সেন্ট সিওর মেয়েটার দোষ,0,crime
তোর মায়েরে চুদদে গিয়ে খাইছে বঙ্গবন্ধু তুই খানকির পোলা,1,"Meme, TikTok and others"
সাকিবুল হাসানের সাথে অবিচার হয়েছে,0,sports
মাগির বুদায় এসিড মারা,1,crime
ওসাদারুন।কন্ঠ,0,religion
বেশা মগি,1,crime
কাস মির,0,"Meme, TikTok and others"
কই আগর তলা কই চোকির তলা,0,politics
মুসলমানের দেশ। মাদারচুদের জায়গা নেই।,1,religion
চট্টগ্রাম প্রিয় টিম ইনশা আল্লাহ এরাই ট্রফি নিবে😍,0,sports
দেওয়ান বাগি কুত্তার বাচ্ছারে জবাই উচিৎ,1,religion
মিন্নিকে দরে রিমান্ডে নেন বের,0,crime
কেনে বিয়া করব নায়িকার সাথে বসর সম্পর্ক করল কিভাবে কথা নয় শাকিব পরিদর্শকের কথা,0,"Meme, TikTok and others"
শালা তুই নাম্বার ওয়ান বাটপার,1,sports
আপনাদের ওপর শরম লাগে মারছে ভিডিও বানাচ্ছেন,0,"Meme, TikTok and others"
কুত্তার বাচ্চারে জুতা বাই রানের কাম,1,"Meme, TikTok and others"
সাকিবের অন্যায়ের মাথা নত না। সবকিছু পাপনের চালাকি।,0,sports
তামিম ইকবাল সেরা।,0,sports
আচ্ছা বুজলাম পরছে সিসিটিভির ফুটেজ তদন্ত নাম আসে প্রমান খানকির পুলার মিডিয়া,1,crime
কুত্তার বাচ্চা তোরে সামনে পেলে ব্রাশফায়ার মারবো,1,"Meme, TikTok and others"
রেশমির বোদার ভিতরে গরম ডিম ঢুকায়,1,"Meme, TikTok and others"
ঠাপোইন্নারে লাথি মেরে বাহির কইরা দিলে । শালা দুর্নীতিবাজ এরে দুর্নীতি দমন কমিশন,1,sports
মাদারচোদ তুই কাকে বল পুরো কাহিনী শোন বল বাংলাদেশ মুসলিম দেশ ইসলাম নিয়ে ঠাট্টা জায়গা পাওনা তাড়াতাড়ি পোস্ট ডিলিট কর,1,religion
বাল ছিড়ে দেবে নে বিএনপি,1,politics
অপেক্ষা শেষে নতুন ভিডিও পাইলাম😍😍😍ভিডিও দেখার কমেন্ট করছিলাম ভিডিও টা সত্য তথ্য সাজানো ঠাকুর ঘরে কলা খাই এমনটা । গিফটই নিউজ চ্যানেল বন্ধ দিলো কাজ কতটা ভালোবাসলে লাখ লাখ টাকা মূল্যের ঘড়ি গিফট হিসেবে সবাই জানি। একজন মন্ত্রী সম্মানী ব্যক্তি কেমনে এক মুখে দুই ধরনের কথা বুঝি না।,0,politics
ভন্ড তর মারে চুদি,1,religion
আজকে দেশে ঝামেলার একমাত্র দায়ী কলঙ্খীত নারীরা,0,politics
বিগত ৫ দিন লিখছে।😂😂😂 imtiaz imtu,0,celebrity
তুই তুই তুই এতো খারাপ মাগি,1,entertainment
স্বাধীনতা অর্জনের স্বাধীনতা রক্ষা কঠিন । মুক্তিযুদ্ধ তর্ক করবো । কারন সময়ে জন্মি নি । ইতিহাস ঘেটে যতদুর জানি মুজিব আওয়ামি লীগ জিয়া বিএনপি জামাতের প্রতিষ্ঠিত ভালো খারাপ রাখি । আসেন বর্তমান । কুলাঙ্গার ছাত্রলীগ আওয়ামি শঠ মিথ্যা বানোয়াট চোর গনতন্ত্রের নামে জোর ক্ষমতাসীন দেশ চিবিয়ে চিবিয়ে খাচ্ছে কারো চোঁখে পড়ে চোঁখে পড়ুক হাজারো তরুন প্রজন্ম তাদেরকে কতদিন মিথ্যা ইতিহাসের দোহাই থামিয়ে রাখবেন,0,celebrity
বিসিবির দোষ। নিশ্চয় ইন্ডিয়া টাকা নিয়েছে। একানে সাকিবের দোষ নেই।অতএব সাকিবকে জানাই সালাম।একানে বিসিবির দোষ থাকত এরকম টা হতনা।,0,sports
খুব ভালো কাজ,0,"Meme, TikTok and others"
ছাত্রলীগ একটা গুন্ডা সংস্থা,1,politics
শালার পুতেরে জবাই কর,1,"Meme, TikTok and others"
কষ্টে বুকটা ফেটে গেলো,0,"Meme, TikTok and others"
খানকির পোলা জোরে দে 😝😝🤣🤣🤣,1,entertainment
মাদার চোদ গানজা খোর সেতো ভুল শিকার এতো বারা বাড়ি মাদার চোদ,1,sports
সাব্বির ভাই প্রিয় খেলোয়াড় 🇧🇩,0,sports
সালা মাগী চোদা লোক প্রশাসন ক্যাডারের বদনাম করলি তুই,1,crime
বাঞ্চুদ রা গাজা খেয়ে লেখছে সিলেট বনাম রাজশাহী 😡😡😡😡,0,sports
শেখ মুজিবুর রহমানের সাথে জিয়ার তুলনা কিবাবে পাগলের দল,0,politics
আল কুরান হাদিসের অপব্যাখ্যাকারি ধর্ম ব্যব্সায়ী যুদ্ধাপরাধী খুনি ধর্ষক ভন্ড রাজাকার জংগী সংগঠন জামাত শিবির থু…থু…থু… শুয়োরের বাচ্চারা বিক্ষোভ মিছিলের ঘোষনা বাধা দিলে লাগাতার ৭২ ঘন্টার হরতালের দম্ভোক্তি গত কাল দেখাল…পা চাটা দালাল কুত্তার বাচ্চা হিংস্র হায়েনারা কোথায় …,1,celebrity
ভিডিওটা ডিস লাইক দিছে মনে খেলার খ বোঝে না। সালারা আবাল,1,sports
মেসি তর মাকে চুদেনাই,1,"Meme, TikTok and others"
বাংলাদেশের অধিকাংশ সরকারি কর্মচারীরা চরিত্রহীন ভদ্র চেহারা ভদ্র আচরণ পেছনে লুকিয়ে এক নারী লোভী সয়তান,1,crime
ইসলামি আইননে বিচার এসব বেহায়াপনা সাহস পাবেনা,0,crime
কুকুর বাচ্চা৷ চাকরি না৷ পা সরকর৷ কাছেদাবি করলাম,1,crime
সাকিবের কষ্ট চোখের পানি দরে রাখ তে পারলামনা নাইস,0,entertainment
শালা বাটপার,1,religion
সুন্দর উপস্থাপন। হাঁ হাঁ,0,crime
স্যার শুনেছিলাম ছাত্রলীগরা একদিন আপনারে মারছিল বৃষ্টিতে ভিজে স্যার কথাটি সত্যি,0,celebrity
রাইট এইশালা আসলে বাট পার কতা বলাই ভালো,0,religion
দেশে মীর জাফর গালির জাফর ইকবাল টাও কপট সহজ সরল লোকের কারনে জনপ্রিয় গালি হবে। রাজনীতি বোঝেন তেলবাজিটা ভালোই বোঝেন,0,celebrity
উপন্যাস লিখব এতোদিন কোথায় অংশ ২ অংশ ১ আয়মান সাডিক লিখেছিলাম আপনাকে দ্বিতীয় অংশে 🐸🐸🐸🐸🐸,0,celebrity
বসেন বসেন বইসা তাহেরি তোর মার গুদ মার,1,religion
বাংলাদেশ দেশে সম্ভব ।,0,crime
জয় ভাই খানকি বাংলাদেশ ভালো চায়না বিধর্মী দালাল বাংলা জুতা পিঠা তাড়াইয়া দেয়া হোক।,1,entertainment
সাকা রে ফাঁকা বানাই ফেলছে কুকুরের কথা শুনলেই গাঁ জল্র,1,"Meme, TikTok and others"
শালারা ভন্ড। ভন্ড জিকির,1,religion
কুতারা,0,politics
মনে হই বালো কাজ কিনতো বি চেক দরকার,0,politics
মাগি চিন্তা কর অন্যের গিবত ঘুনার কাজ মাদার চুদ তুই একটা জারজ সন্তান মাগি,1,religion
আচতাগফিরুললাহ।,0,religion
একটু হলুদ একটু মরিচ রোস্ট টা হয়েছে ।। ধন্যবাদ তাহসিন ভাই,0,entertainment
হুজুর শয়তানদের যাই কেনো,0,religion
ভ্রান্তির বেড়াজালে গিয়ে মুক্ত মনে সত্য উপলব্ধি জনসমক্ষে প্রচার আপনাকে অশেষ ধন্যবাদ প্রিয় দিভাই।,0,religion
কতবড় মিথ্যা বাদি অসিকার মনে মিথ্যা কথার সরকার ভাতা দায়,0,crime
তেজ ফার্মের মুরগী,0,entertainment
ছাগুদের কমেন্ট পড়তে আসছি,1,celebrity
সম্মানের খাতিরে বললাম ভারত সিরিজ হয় বাংলাদেশের অবস্থা খারাপ হয় সাকিবতামিমমুশফিকের অবস্থা জুতা নিয়া রেডি সবাই বিমানবন্দরে,1,sports
আল্লাহ গজব পরক,0,politics
নাটক চুদাও,1,sports
পাপন ভাই খেলা ডাইরেক বন্ধ টাকা খরছ বালের খেলা চাইনা,0,sports
কাদের শুয়োরের বাচ্চার বিরুদ্ধে অভিযোগ যায় মিডিয়ার চোখে চশমা দিয়ে ঘুরে বেড়ায় আজকে খুব ভালো লাগলো,1,politics
ডীমলীগ,0,politics
সসম্ভবত হিন্দু দিবে,0,politics
মহিলা টাকে মাগি মাগি লাগে,1,religion
বলদের চেয়েও খরাপ তুই,1,religion
হ্যারে বাড়া তুই রাজাকার গাথার ভেতর তোরে কইচিল পোঁদ মারতে চাইছিল তুই পোঁদ মারিয়েই রাজাকার দলে যোগ দিছিলি রে বাড়া,1,celebrity
নাস্তিক দের মেরে ফেলা,1,religion
মাগির পুতেরা গালি,1,sports
স্যার এতো ভীতু জানতাম না। সত্য কথা বলার সাহস টুকু নেই৷ একাত্তরে বুদ্ধিজীবীরা পাক হানাদের বিরুদ্ধে দাড়িয়ে প্রাণ দিয়েছিলেন। আপনাকে দাড়াতে হতোনা । ছাত্র সমাজ চেয়েছিল ন্যায়ের পথে কথা বলুন। কথা বলুন। ভুল গুলি সুন্দর ধরুন । এটাও পারেননি। বুঝা ভীতু। শিবির এরকম এক বন্ধুকে বই পড়িয়ে ফ্যান বানিয়েছিলাম। বুঝেছি আসলেই উচিৎ হয়নি। আস্তিক নাস্তিক যাই বলুক আপনাকে আপনাকে সম্মান করতাম৷ অতীত। আপনাকে সম্মান করতো । প্রত্যেকের কাছেই অতীত৷ ভাল স্যার৷,0,celebrity
কালকে ভাইরাল,0,sports
স্যারে দোষ করে। মহিলা সাগর কলা খাওয়া শখ হয়েছিল।আর স্যার কলা দিছে মূল্যে।মাগী কুকর্ম সন্তানের কথা মনে না।,1,crime
পাপোন পিটিয়ে মারা দরকার,0,sports
মাগিরা নাস্তিক ইসলাম মজা কর,1,religion
মাগি,1,crime
অই মাদার চোদ ফাশি চাই,1,crime
খানকি মাগি শাহরিয়া দুইজন এইসব গুলি জারজ মাদারচোদ গলায় জুতা পাছায় লাথী মারতে মারতে মুখে পশ্রাব নর্দমায় ফেলে মারা উচিত।,1,religion
মিন্নি খানকি হত্যার মূল আসামী,1,crime
মাদার তোত তুই কাদছ তোর বোন জদি পুরে হত্য করত তুই করতি সালা তোরে পরা,1,crime
স্যার বমি স্যারের মুখের মতিয়া চৌধুরী ঢেলে,0,celebrity
খালেদা চোর একিমের টাকা মেরেদিয়েছে খালেদা খারাপ মানুষ,0,politics
‌সেলুট ফারহানা অাপু‌কে ।,0,politics
চোদাবার প্রকাশ্যে ফাঁসি দেয়া মৃত্যুদণ্ড দেওয়া,1,crime
নফসের তাড়নায় পাপের কাজ রুহ পবিত্র থাকে। নফসের এবাদত বন্দেগী এবাদত বন্দেগীর প্রতিফলন রূহের গড়ায় রূহের রুহ আরো শক্তিশালী । সূফী সম্রাট হযরত শাহ্ দেওয়ানবাগী মা আ,0,religion
নাস্তিক আল্লাহ তর বিচার,0,"Meme, TikTok and others"
বোকা চোদা চেনেল আবাল,1,sports
খানকির পো খেয়ে দেয়ে কাজ পাওনা।। তোর মায়রে চুদি,1,sports
ভালো খেললেও তোদের ভরে । br শালার পুতে রা । br মাটিতে কেও দারাতে বস 100 মেরে দিল । br তোরা সমালচোনা করস ।,0,sports
জুতা মারা দরকার শালার পোরে মাজার পূজারী,1,religion
বদমাইশতোহ্ ডি সি লীগ🤦‍♂️🤦‍♂️,1,crime
মানসিক কিসের অসুস্থ সালারা নাটক বাজ।,1,crime
ছোট সাহেবের মুখেও দাড়ি কামাই,0,religion
দালাল শালা,1,sports
ওবাইদুল কাদের একটা।ভোদার।মাথা,1,politics
মীর জাফর ইকবাল মানুষের মত মানুষ,0,celebrity
দোষ সিসিটিভির ফুটেজ 🤣🤣,0,crime
তোর কারনে রাস্তায় প্রচন্ড জ্যাম লেগে আছে।,0,politics
সালিরে সালারে আগুনে পুড়ে মারা,1,crime
বাংলাদেশের খেলোয়াড়দের দফা দাবি পূরণ পারলে বিসিবি সভাপতি নাজমুল হাসান পাপন মাদারিচ্চুদকে পদত্যাগ,1,sports
জুতা মাইরা কপালের চারা ফাটাইয়া ফালানোর দরকার আবাল চুদা বিচারক,1,entertainment
কাঊয়ার গলা শূকিয়ে আসছে,0,politics
জিকিরের চারটি শব্দ সুবহানাল্লাহ আলহামদুলিল্লাহ লাইলাহা ইল্লাল্লাহু আল্লাহু আকবার প্রশ্ন এগুলো জিকির উল্টো পাল্টা কথা ইসলামকে ধংশ ইয়ালি বাবা শাহআলি বাবা গোলাপশাহ বাবা এগুলো কোরআানে নাম বলুন আল্লাহ আমির হামজাকে হক কথা বলার তৌফিক দান কর আমির ভাইকে হেফাজত করো,0,religion
দেখ তে চাই বাংলাদেশ পুলিশ,0,"Meme, TikTok and others"
হিমেশ রানু দির গান সুন্দর,0,"Meme, TikTok and others"
