sentence,hate,category
এই সব বিচারকদের পায়ের নলি কেটে দেওয়া উচিত বাইরে বের হলে এই সব আবাল মার্কা বিচারক যে করছে সে শালাও আবাল,0,entertainment
তামিমকে থেকে বাদ দিতে পারে বললেন দেখুন কি বললেন👉,0,sports
ভিডিও কে করলো এটার বিচার না চেয়ে নিজের কি বিচার হবে এটা জাতি দেখতে চায়,0,crime
সব লুচ্চা বদমাইস গুলোর হাতে দেশের দায়িত্ব দিয়ে রেখেছে হা আর কি দেখা আছে বাংলাদেশ জনগণ,1,crime
খানকির পোলা পাপন এখন আবেগ দেখাইতাছে,1,sports
তামিম ইকবাল সেরা।,0,sports
এদের দুই জন কে কেউ তো দড়ি কলসি দাও কোন পঁচা নর্দমা তে ডুবে মরুক 💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚,1,crime
সালাম স্যার ♥♥♥,0,celebrity
মিথ্যেবাদী বেঈমান মাতারি কিভাবে বলে ক্ষমতা দখল করেছে বিনপি। কুত্তার বাচ্ছা ।,1,politics
মন খরাপ করে কি লাভ,0,entertainment
এই মাখির পুএ তো করছে এরক আমি,1,sports
ভোট পাইয়া ত পাস করে নাই তাই এমন,0,politics
ড়িম লিগ হলোকুত্তা লিগ,1,politics
সাকিবের বক্তরা হাত উঠাও,0,entertainment
ওর তো দুধ ছাড়া আর কিছু নেই খানকি একটা,1,entertainment
ওকে কুওা দিয়ে চোদাতে হবে তাহলে ভার্জিনিটি ভাঙবে,1,entertainment
তাহেরি মাকে চুদি,1,religion
ওরে খানকির পোলাতোরে খুন করা উচিৎ,1,"Meme, TikTok and others"
"আপনি কি বাংলা ভাষা,বাংলা বর্ণ ভালোবাসেন? তাহলে এখানে আপনার নাম ইংরেজিতে কেনো??",0,celebrity
শাকিব খান ছাড়া কে হবে মাসুদ রানা ছবি মুক্তি পেলে কুত্তাগুলো সিনেমা হলে গিয়ে দেখবে না আর আমার মত কোটি সাকিব ভক্ত সিনেমাহলের মুখে প্রসাব করে দিবে দেবে আগে আমি বাংলা মুভি ছাড়া কোন মুভি দেখতাম না আর এখন বাংলা মুভি দেখলে আগে দুইবার থুতু দিয়ে চলে যায় মাঝে মাঝে সাকিবের কিছু মুভি দেখি সাকিব ভাইয়ের অন্যসব নায়কের মুভি মুখে প্রসাব করে দেয়,1,entertainment
দুমুখো শাপ হচ্ছে রিফাতের স্ত্রী এক সাথে দুইটা ছেলেকে খেয়েছে যদিও একটা ছিল তার মতই বিষাক্ত কিন্তু আরেকটা নির্দোষ ছেলেকেও খেয়েছে আল্লাহর কাছে দোয়া করি পৃথিবীর কোন ছেলের কপালে যেন এই মিন্নির মত বউ না জোটে আল্লাহ এই মানুষ নামের শয়তান থেকে সবাইকে নিরাপদ রাখুক,0,crime
সবাই শুধু ডিসি সাহেবের দোষ দেখছেন আসলে তার চেয়েও যে এই খান্কি মাগির বেশি দোষ এটা আপনারা বলছেন না কেন আগে এই খান্কি মাগির শাস্তি দেয়া উচিত তারপরে ডিসির,1,crime
কোথায় বদহজম কোথায় কায়েদে আযম।,0,politics
শালায় একটা মাদারচোদআল্লাহ অর সন্তান এর হাতে জেনো একি রকম ভাবে মাইর খাওয়ার তোওফিক দান করেন আমিন,1,"Meme, TikTok and others"
আমার সেইসবছেলেমেয়েদের জন্যে খুব মায়া হয়যাদের বাবা মায়েরা শুধুমাত্র পরীক্ষায়জিপিএ ফাইভ পাওয়ানোরপ্রতিযোগিতায় নিজেদের সন্তানদেরঠেলে দিয়ে তাদের শৈশবের সব আনন্দকেড়ে নিয়েছেন! তাদের থেকে বড়দুর্ভাগা মনে হয় আর কেউ নেই!,0,celebrity
মিলটা দিতে আরো সুন্দর হত,0,entertainment
বাংলাদেশের রন্দে রন্দে লুচ্চা বদমাশ বেশরম বেহায়া কুলাংগার দের কে বসিয়েছে বিনাভোটের সরকার ভোট চোর,1,crime
ভাই বলার ভাষা নাই আমার কাছে,0,crime
শালার বাচ্চা গাঞ্জা খোরের মত কথা বলছে জুতাপেটা করা উচিত এসব কুত্তালীগের চামচাদের,1,crime
ছাগুদের কমেন্ট পড়তে আসছি,1,celebrity
ঐ ছেলের বিচার চাই বিচার চাই বিচার চাই,0,"Meme, TikTok and others"
আসসালামু আলাইকুম আমাদের বাংলাদেশের পুলিশ বাহিনী এবং লাইভ বাহিনী যারা আমাদের কোটি মানুষের দায়িত্ব নিয়েছেন তাদেরকে উদ্দেশ্য করে একটা কথা বলতেছি নয়ন কে ক্রসফায়ার করা হোক এবং রিয়াদের স্ত্রী যদি আগে ওর সাথে কোন সম্পর্ক থেকে থাকে এবং বিবাহ বন্ধনে বেঁধে থাকে ওকে ফাঁসি দেওয়া হোক দেখবেন দেশ সোনার বাংলাদেশ একদম ঠান্ডা হয়ে যাবে আর কোনো মেয়ের সাহস পাবে না ছেলেদের মনে এরকম ধরনের,0,crime
এই সব বিচারক গাঁজা ভাইজা খাই না কি সিদ্ধ করে খাই,0,entertainment
লুঙ্গি লীগ হেলমেট লীগ ডিম লীগ জাইঙ্গা লীগ কুকুর লীগ বিড়াল লীগ চাপাতি লীগ খুনি লীগ ধর্ষক লীগ।।।।।,1,politics
শালার পুত শালা রা আগুন জ্বালো আগুন জ্বালো মিছিল শুধু আগুন কই ? ছাত্রলীগ যদি মারতে পারে তোমরা কার বাল ফালাও,1,politics
ভাই এখন ভাল লাগল কারণ আপনি সতত বলেছেন ।,0,politics
"আমি জানতাম যে শারিরীক ভাবে প্রতিবন্ধী ( সঠিক ভালো বাংলাটি জানিনা বলে ক্ষমা প্রার্থী) যারা তাঁদের জন্য বাংলাদেশে এখনও সর্বস্তরে সুযোগ অত্যন্ত কম। আশংকাজনক ভাবে তারা সব সুযোগ সুবিধা থেকে বঞ্চিত। তাঁদের অস্তিত্ব টাই ভালো মনে ভালোর জন্য গ্রহনের মন মানসিকতাই তো বাংলাদেশের অধিকাংশের আজও তৈরিই হয় নাই।  শারীরিক ক্ষমতায় যারা সীমা বদ্ধ, তারা যে কতো মেধবী হয়, তারা যে দেশের, সমাজের এমনকি পরিবারের উন্নয়নে বা অর্থনীতিতে কতো বড় ভুমিকা রাখতে পারে তা দেশের বাইরে এসে জেনেছি। আরও জেনেছি এখানকার কলেজে ডিপ্লোমা করতে যেয়ে যে দেশের সর্বক্ষেত্রে ""inclusiveness"" থাকতে হবে। যার অর্থ হোল শারিরীক ভাবে যারা চলা চলে অসমর্থ তাদেরকেও সমাজ বা দেশের প্রতিটি স্তরে, ভবনে, প্রোগ্রামে অংশ গ্রহনের সুবিধা করে দেয়া। আর সেই জন্য তারা যাতে হুয়িল চেয়ার নিয়ে যে কোনও জায়গা বা ভবনে আসতে বা যাতায়াত করতে পারে তার ব্যবস্থা নেয়া বা রাখা। আরও শিখলাম তাদেরকে বোঝা ভাবার কোনও কারণ নাই। সুযোগ পেলে তারা সক্ষম মানুষের চেয়েও অনেক সফল হতে পারে বা করতে পারে। এখানকার বাস, রাস্তা, ভবন থেকে শুরু করে সর্বত্র তাঁদের গাড়ী পার্ক বা হুয়িল চেয়ার চলাচলের উপযোগী করে রাখা আছে। হয়তো এইসব কেই মানবিকতা আর প্রকৃত সভ্যতা বলে যা আমরা কিনা আজও জানিনা। কখনও কখনও জানতেও চাইনা।  অনেক ধন্যবাদ ও শ্রদ্ধা শারিরীক ভাবে যারা ক্ষমতায় আবদ্ধ তাদেরকে এতো সুন্দর অনুষ্ঠানে অংশগ্রহনের সুযোগ করে দেয়ার জন্য। এতো সুন্দর একটি উদ্যোগের সকল আয়োজক ও আপনাদের উত্তরোত্তর সাফল্য ও সুস্বাস্থ্য কামনা করছি।",0,celebrity
এই মাগির দুধ কুততাই খাবে,1,"Meme, TikTok and others"
হালার নুনু কেটা ফেলা হউক,1,crime
তুমও #চুদিরভাই মুচের ফাক গলায়া সব মানুষ কার পক্ষে গেছে এটা কইলে আজকাল বাচ্চারা ও কান খাড়া করার বদলে অন্য জিনিস খাড়া কইরা ফেলে........,1,celebrity
এই কুকুরের বাচ্চার বিরুদ্ধে আইনি ব্যবস্থা নেয়া হোক,1,crime
সত্য কথা বলতে সময় লাগেনা।সালা কুত্তালিগ কবে শেষ হবে?,0,politics
চামচার বাচ্চারা তোরা সবাই সত্যি কথা বলতেছোর আর এই লকটা মিথ্যা বলছে শালা চোরের ঘরের চোররা,1,sports
ওরে ক্রসফায়ার দাও,0,"Meme, TikTok and others"
সবাইকে সালের অগ্রিম শুভেচ্ছা। এবার কারা কাপ নিতে পারে??,0,sports
টিক টক ষারা করে এরা হারামজাদা,1,religion
মহামান্য রাষ্টপতি অাপনি মন খুলে কথা বলেন এজন্য ধন্যবাদ তার সাথে যদি দেশে মোসলমানের দেশে ইসলামি শাসন ব্যবস্হা জন্য উদ্যোগ নিতেন সবচেয়ে ভাল হতো,0,"Meme, TikTok and others"
মাগি তোর ভুদা দিয়া হিমালয় ঢুকানো উচিৎ,1,crime
এখানে হাফিজুর রহমান কি ভুল বলছে,0,religion
এরোম চুর আর দেখিন খালেদার মতো।,0,politics
বাংলাদেশ যেরকম বাংলাদেশের নেতৃত্ব সেরকম দেশের প্রতি ঘৃণা নাই। দেশের হারামখোর মানুষদের প্রতি ঘৃণা। বাংলাদেশ ক্রিকেট বোর্ড বাংলাদেশের কোন বাল ফালাইছে। এইটা দেশের যা উপকার না করছে তার চেয়ে বরং ক্ষতি বেশি করছে। ফাডা মারখা মিডিয়া আবার এই সমস্ত জিনিসের পাগল। কতো মারাত্মক জিনিস ঘ‌ইটা যাইতেছে দেশের ভিতরে এগুলার খবর নাই। রামছাগলের দল একটা কিক্রেটারের কোয়ালিফিকেশন কি কোন জায়গার সম্মান কোন জায়গায় দিলিরে বেকুবের দল।,1,sports
বাইনচুত মাকা বকতা,1,religion
মোদির ফাসী চাই,0,"Meme, TikTok and others"
সাব্বাস! গরু মেরে জুতা দান প্রবাদটি মনে এ জন্যই তৈরী হয়েছিল।,0,politics
এবার নিয়ে তিন বার দেখা হল,0,entertainment
হাইস্যকর,0,celebrity
কত বড়ো খারাপ মেয়েটা টা প্রকাশ পেলো,0,crime
আনলাইক জারা দিছে তারা ওর মতই জারজ সন্তান,0,"Meme, TikTok and others"
বরিশালের মানুষ বাসের ছাদে উঠেনা,0,entertainment
শালা একটা পাগল। হ্যাক হ‌লে কি হয় সেটাও জা‌নে না। হাস্যকর অযুহাত। এরকম ব্য‌ক্তি‌দের হ‌া‌তে জেলার নিয়ন্ত্রন কতটা যৌ‌ক্তিক হ‌তে পা‌রে,1,crime
সালারে মিনিট পিটাতে পারতাম সালিরে মিনিট চুদে পারতাম,1,entertainment
শাবনুর বলে কথা,0,entertainment
"লা হাওলা ওয়ালা! করসিডাকি আমি। আমিতো মনে কচ্চিলাম আফনে গেচেন, গায়েবী জানাজায় যাওয়ার প্রস্তুতিও লইয়া লাইসিলাম!!",0,celebrity
যারা বিচারক তারাইবা কতটুকু যোগ্য!!!,0,entertainment
না ভাই মিন্নি নিজে প্রথমে দাড়ীয়ে দাড়ীয়ে দেখেছিলো মিন্নি হলো বড় অপরাধী জখন তার সামিকে আদা মরা করে পেলছে তখন সে তাকে বাচাতে গেছে কিন্তু প্রথম থেকে দাড়ীয়ে দাড়ীয়ে দেখছিলো কারন পুরা ভিডিও টা কোন সাংবাদিক প্রচার করে নাই,0,crime
শেখ মুজিবুর রহমানের সাথে জিয়ার তুলনা কিবাবে হয় পাগলের দল,0,politics
তুই তো হালা গান্জা খাইয়াই কুল পাস না টুকিটুকি ভাবনা চুদাবি কখন।😂😂😂,1,celebrity
ফাসি চাই সালাগর,1,crime
এসব কিছু নাএটা একটা চক্রান্ত যার সাথে বিসিবি সরাসরি জড়িতপাপন কাক্কু দীর্ঘজীবী হোক,0,sports
গাধার বাচ্চা জাফর ইকবাল,1,celebrity
রিয়াজ শাবনুর এর মুভি দেখলে সত্যিই নিজেকে ধরে রাখা খুব কষ্ট হয়। তাদের অভিনয় দেখলে অভিনয় মনে হয়না কোথায় যেন হারিয়ে যাই,0,entertainment
মাগি বুরখা খুল,1,crime
ক্ষমা সুন্দর দৃষ্টিতে দেখবে আহারে দেশ দেশ আমার শকুনের থাবা তলে সিসিটিভিতে স্পষ্ট সে অপকর্ম করে বলে আমি মানুষিক বিপর্যস্ত আর আমরা মেনে নি ক্ষমা সুন্দর দৃষ্টিতে। নষ্টের কবলে যেতে যেমন আমাদের মিডিয়া উৎসাহিত করে তেমনি তেমনি এই মিডিয়া আবার দামাচাপা দিতে সাহায্য করে।,0,crime
এইটাইপ মাগিরা কিভাবে সরকারি চাকরি পায়,1,crime
বেদব তো বেদবী,0,sports
একটাকেও বিচারকের মত লাগতাছে না কুত্তা গুলা,1,entertainment
মাদারচান তরে কুত্তার সাথে তুলনা করলাম,1,sports
শালা গুলাকে রাস্তাই ফালাইয়া মারা দরকার,1,politics
যুগে যুগে এরকম কুলাংগার তৈরী হয়েছিল। তারা ইসলামে কোন ক্ষতি করতে পারে নাই। কেয়ামত পর্যন্ত পরবে না। বরং তারাই ক্ষতিগ্রস্ত হবে। ইংশাআল্লহ্,0,religion
আগে জুতা মার,0,religion
শালারে নুচ্চাগো মতো দেখা যায়,1,crime
তাহেরি ভন্ড ও,0,religion
মেয়ে।জরিত।আছে।চলার।মাদ্দমে।বুজা।জায়,0,crime
সালা অনেক লুচ্চা ...................,1,sports
হারামজাদা রে কাবাব বানানো দরকার,1,"Meme, TikTok and others"
"সার, আমার না আপনার পোষ্ট পড়ে বমি বমি লাগছে। উফ কেন পড়লাম? ভাইরা আমাকে একটা আন্টিঃ বিটিক দেন তো যাতে ১০ মিনিট আগের স্মৃতি সব ভুলে যাই।",0,celebrity
মাগি আকাম করার সময় বাচ্চার কথা মনে ছিলনা।।।,1,crime
এ ধারনের মানুষ দাদার আমলে ছিলো।এখন এমন মানুষ নাই বলে।চলে,0,entertainment
শালা তদের কারণে বাংলাদেশের এই অবস্থায়,0,sports
"বান্দির পুত তুই যদি আমার এলাকার হইতি, তর মার শাউয়ার বিত্রে তরে ভরে দিতাম",1,celebrity
শালা বাটপার,1,religion
আমাদের দেশের মুক্তিযোদ্ধার নাম ডুবিয়ে দিয়েছে এই সমস্ত ক্লাব জুয়া খেলে,0,crime
মেয়েটার ইচ্ছা বা অনিচ্ছা হোক সেটা বড় কথা নয় মহিলার কুপ্রস্তাবে একজন সম্মানিত ডিসি রাজি হওয়ার কারণে তারা দুজনেই সমান অপরাধ করেছে 😎😎বাংলাদেশে এই ঘটনার রাই দেখতে চাই✊✊,0,crime
কোন আবাল গুলায় আনলাইক দিল?,1,entertainment
মিন্নি কানকি ক দুরে নিয়া জাক ওকে পুলিস রিমান্ত দিলে কইবো,1,crime
চোদার আলাপ তো করলি না,1,"Meme, TikTok and others"
আওয়ামীলীগ এর কাছ থেকে ভাল কিছুর আশা করা যায়না,0,politics
মাগি নিয়ে বালের মজা কানকির পোলক,1,entertainment
" আমার মনে হয় আমাদের বাংলাদেশ যে পৃথিবীর অন্য দশটা দেশ থেকে ভিন্ন তার একটা বড় কারণ, মুক্তিযুদ্ধের পর এই দেশে অনেক মা ঘর থেকে বের হয়ে সংগ্রাম শুরু করেছেন। বেঁচে থাকার জন্যে সেই সংগ্রামের কথা কতোজন জানে? মুক্তিযোদ্ধারা যুদ্ধক্ষেত্রে যে যুদ্ধ করেছে মুক্তিযুদ্ধের পর আমাদের দেশের সেই মায়েদের যুদ্ধ তাঁদের থেকে কোনো অংশে কম নয়। আমরা কী সেটা মনে রাখি?'' (y) (y) (y)",0,celebrity
অসাধারণ বিনোদন পাইলাম ভাই,0,politics
একটা জানুয়ার দেখলাম সাথে একটা মহিলা জানুয়ার,1,"Meme, TikTok and others"
মাদার চোদেরা তোগোরে গালি দিছে।মুশফিক কি তোগো বাবা লাগে। মুশফিক কে।,1,sports
মিনিটের ভিডিও তে মিনিট ধরে হাসছি 😂😂,0,entertainment
পাগলের বাচ্চারা এ কি নাটক বানায়,1,entertainment
১৮ কোটির চোদা খাওয়া শেষে এখন ১৫০কোটির চোদা খাবে মিথিলা,1,entertainment
আপনি নিজেও রাজাকার।   যুদ্ধ না করে নিজে পালিয়েছিলেন কেন?,0,celebrity
মাসুদ রানা হে অাবার কোন হালারে! অার কি কইতাম বিচারকদের বাইনচোদ । তাদের মুখে আমি আর বন্ধু মিলে ছাগলের পেশাব ডালি,1,entertainment
ভাইয়া ভিডিও টা অনেক ভালো লাগছে...??,0,entertainment
সালাউদ্দিন সাহেব যেভাবে ফুটবলটাকে ধ্বংস করছে ঠিক একইভাবে আপন কাক্কু থুক্কু পাপন কাক্কু ক্রিকেট খেলাটা কে ধ্বংস করবে,0,sports
বিপিএল ফাইনাল ম্যাচে আপনি কোন দল সাপোর্ট করতেন খুলনা টাইগার্স নাকি রাজশাহীর রয়েলস।,0,sports
"আমারো মণ ভড়ে না,",0,entertainment
এদেরকে কে এখানে বসিয়েছে। এমন বিচারকে লাথি মেরে এখান থেকে উঠিয়ে দেওয়া উচিৎ,0,entertainment
? এইবার ডায়রেক হালার অশিক্ষিত আচোদারা ডাইরেক্ট বানান লেখতে পারোনা কিন্ত ইউটিউবার হইতে চাও,1,religion
আমাকে একজুড়া চেড়া সেন্ডেল থাকলে দিবেন আমি অপু উকিল কে প্রথমে গুয়া মারবো পরে ওকে ইচা মত দুই গালে পেটাবো!!,1,politics
সালা বাঙালি এত খারাপ এত গুলো মানুষ এ মিলে চার পাচ টা ছেলেকে কিছু করতে পারেনি সব তামাসা দেখছে মিন্নিকে রিমান্ডে নিলে সব বের হবে,1,crime
সাকিব ত বিসিবি কে জানাইচে তাহলে এত বড় সাজা কেনোসাজা পেতে বিসিবি অ পেতে হবে,0,sports
শয়তান এর কন্ডম ফাটা জারজ এর সন্তান এগুলি,1,politics
ওয়াজী নাকি শয়তান তার আচরণ দেখুন। বেয়াদব,0,religion
ডিসির দোষ থাকবে কেনো ডিসিতো মজা দিছে তাই ডিসি ভালো ডিসির সামনে সব খুলছে আর একহন বোরকা হিজাব পরে কথা বলে এ সব নারীরা হলো বাংলা দেশের ফ্যাশেন মাগী আগে জানতাম মেয়ে রা দেহ বিক্রি করতো একহন কার মেয়ে রা দেহ বিক্রি করে ফ্যাশন করার জন্য,1,crime
একটা ইমাম এর সামনে এই মহিলা মাথায় ঘুমটা দেয়নি এর থিকেই বুঝাযায় এই মহিলার চরিত্র ভেজাল এই মহিলা একটা জারজ সন্তান,1,religion
আপনি যখন পরিচালক ছিলেন তখন কোন বাল ফালাইছেন।,1,sports
জানোয়ারের বাচ্চাকে আগে জোরছে থাপ্পর মারা উচিৎ ছিলো,1,"Meme, TikTok and others"
মাদারি।,1,politics
এই মেয়ে মিথ্যা কথা বলছে তাকে পুলিশ হেফাজতে নেয়া উচিত যখন কুপিয়ে মারছেন তখন তার হাতের ব্যাগ কিন্তু তোর সে হাত থেকে ছাড়ে নাই এর কারন কি সে এত স্বাভাবিক কেন,0,crime
"তুই একটা বলদা কিসিমের লেখক,তোর মত বিবেকহীনকে মানুষ কেন স্যার ডাকে আমার বোধগম্য নয়।",1,celebrity
শালা দেওয়ানবাগীকে চামড়া ছিল্লা লবণ আর মরিচগুড়া শরীরে ডোলা দেওয়া দরকার।। কুকুরের ছাও একটা। ভিডিওটি বানানোর জন্য অনেক ধন্যবাদ। দরকার ছিল তাকে নিয়ে ভিডিও করার। মেজাজটাই খারাপ হয়ে গেল তার হাদিস শুইন্না😡😡😡,1,religion
বাবামারাএইচেলেকেমারা,0,"Meme, TikTok and others"
এগুলা দেখে কি বলব আমি জানি না,0,"Meme, TikTok and others"
দেব চৌধুরী ছাড়া কি আর কোন সাংবাদিক নাই ক্রিকেটে এর নিউজ কাভার করার জন্য,0,sports
অসাধারণ ভাইয়া,0,sports
সময় কোথায় জানি হারিয়ে যায় শুধু কথা গুলো থেকে যায়,0,entertainment
এখন বোরকা পরা এতো দিন ছিলো সদরঘাট লঞ্চ টার্মিনাল এখন বিমানবন্দ বাহ দারুণম্যাচে খেলেছেন,0,crime
এদেশে কত পার্সেন্ট লোক শুয়োরের বীর্যের ফল তা বিভিন্ন লিখক ও সেলেব্রেটির কমেন্ট বক্স ও দেশের আকাম কুকামের অবস্থা দেখে বুঝা যায়।  ৯০% মুসলমান দেশের এই অবস্থা দেখে সবাই বলেন সুবানাল্লা।,1,celebrity
ভ্রান্তির বেড়াজালে না গিয়ে মুক্ত মনে সত্য কে উপলব্ধি করে জনসমক্ষে প্রচার করার জন্য আপনাকে অশেষ ধন্যবাদ প্রিয় দিভাই।,0,religion
মাতাল হইলেন কবে প্রিয় স্যার ;-),0,celebrity
এই গিয়াস মাদারচোদ তুই পাচ কুটিটাকা কোথায় পেলি,1,religion
কুত্তার বাচ্ছা,1,religion
স্যার কমেন্টগুলো একটু মনোযোগ সহকারে পড়েন অার পালস্ বুজার চেষ্টা করুন। কল্পকাহিনী দিয়ে যেমন মোল্লারা ঠিকতে পারেনি মনে হয় অাপনার কল্পকাহিনী গুলো মানুষ অাগেরমত খাবে না।,0,celebrity
এরা কি মাসুস না কি এরা আমি বুজিনা এরা আসলে কুত্তা জন্ম খানকি বাচ্চা সুকরে বচচা তো তো কোন লজ্জা নেই জারজ মাগির পুলা,1,crime
বিচারক দের আচরণ গরু ছাগলের চেয়ে ও খারাপ এসব পশু দের কে জুতা মারা দরকার,1,entertainment
বাটপার সালা,1,crime
আবাল মার্কা দেশে বাস করি আমরা যেদেশে আসামীই তার মামলার তদন্ত করে,1,crime
যে মাগী এই সংবাদটা পাঠ করছে তার ভোদা দিয়ে আগুন আগুন গরম রড ঢুকিয়ে দাও সবাইএই অনুষ্ঠানটি যে প্রচার করছে তারা সবাই ব্লাডি বাস্টার্ডসান অফ বিচফাকিং অফ ডগএনিমি অফ ইসলাম,1,"Meme, TikTok and others"
এই টা কোন নাটকের জাতের মধ্যেই পরে না!!,0,entertainment
মোদির সাথে তসলিমা নাসরীন কে নিকাহ দেওয়া হোকগো মূত্র পান করান,1,"Meme, TikTok and others"
নায়কের নাম সাহের খান না হয়ে পাদের খান হওয়া উচিৎ ছিল যতসব ফালতু অভিনয়।,1,entertainment
আমি বলছি আল্লা এক আল্লা এক,0,religion
শালারে ফাঁসি দেন,1,religion
"আজ হুমায়ুন আহমেদ বেঁচে থাকলে। হিমু সমগ্রে একটি নতুন গল্প যুক্ত হতো ""হিমু ও চাটুকার জাফর""",0,celebrity
দুধ ধরে টিপ মারা উচিৎ 🤣😃😄,1,entertainment
এই মেয়েটি কে ডাক্তারি চিকিত্সা করা হক ঐ দিন কে ওরা সাথে সেক্স করছে ।,1,crime
খানকির পোলারা পুরো টুনামেন্টে ভালো বল করেছে মোস্তাফিজ এবং ভালো ব্যাটিং করেছে মুশফিক সেরা হয় রাসেল মদ খা মানুষ হয়,1,sports
রাই মানিনা মসজিদ চাই,0,"Meme, TikTok and others"
আমাদের সমাজ ব্যবস্তা এর জন্য দায়,0,entertainment
এই মেয়েটা একটা খাংকি মাগী ওর হাত রয়েছে।,1,crime
দূর সালারপুত সালা ইসলাম বুজচ নি,1,religion
"যাক, বমির বেগ কমেছে তাহলে শেষ পর্যন্ত।🙂",0,celebrity
ভিডিও না দেখেই তোকে চুদতে আসলাম খানকির বাচ্চা,1,sports
কুকুর এর বাচচারে মারো মাগির ফুরি। চুতমারানির পুরি।,1,religion
মাগি পতিতালয়ে যাও বাঁচতে পারবা,1,crime
তারকাচে চুদাচুদীভালো লাগে,1,crime
ভাই তাকে কেউ খারাপ বলবেন না কারণ বাপের সমান লোক ব্যায়াধবী করলে এটা বললে কি ব্যায়াধব আপনারা বড় হয়ে ব্যায়াধবী করেন আপনাদে এটা আমরা প্রত্যাশা করি সে যা বলছে সে তো ভুল বলে নাই কুরান কোন হাসির পাত্র না কেউ এটা হাসির পাত্র মানে,0,religion
কাউয়া গো ব্যাক,0,politics
"সুন্দর গল্প, কফি করা নাকি 😎",0,celebrity
টি দাবির মধ্যে সাকিব টি সত্য কথা বলাতে বি সি বি গায়ে বাধে! কথাটি হল ম্যাচ শুরু আগে ফলাফল হয়ে যায়! আমার মনে হয় সাকিব নয় আই সি সি বি সি বি প্রধান কে আজিবন নিষিদ্ধ করা দরকার? যদি জানতাম আই সি সির নাম্বার তাহলে কোটি বোটারের মতামত দিতাম।,0,sports
দ্রোণাচার্য ট্রেঞ্চোদবাল।,1,celebrity
শালার সবগুলো ভন্ড আল্লাহ জানে এদের কি হবে,1,religion
তাহেরি মাদারচুদ এই খানকির পুত,1,religion
মাগীকে এক রাত কাছে পেতে পারলে কোটি দেব,1,entertainment
সালি তর মারে চুদি,1,religion
তোৱ আমাৱ কুতাৱ মোতো লাগে,1,"Meme, TikTok and others"
আমরা যদি নফসের তাড়নায় পাপের কাজ না করি তাহলে রুহ পবিত্র থাকে। আমরা যখন নফসের দ্বারা এবাদত বন্দেগী করি তখন এই এবাদত বন্দেগীর প্রতিফলন গিয়ে রূহের উপরে গড়ায় রূহের উপরে পরে রুহ আরো শক্তিশালী হয় । সূফী সম্রাট হযরত শাহ্ দেওয়ানবাগী মা আ,0,religion
সালা বনডো মাদারি,1,religion
এই মাদার চুদ কি বলিস তুই,1,crime
সালার পূতের সালিরা চৌদ্দ বিয়ে করে নিজেদের কে বড় মনে করে,1,entertainment
খালেদা জিয়ার মুক্তি চাই ✊✊,0,politics
ওসাদারুন।কন্ঠ,0,religion
হা হা😀😃অনেক হাশি লাম ভাই,0,religion
কুত্তারে পাইলে জবাই দিতাম,1,"Meme, TikTok and others"
শালি রে ফাঁশি দেয় নাকা,1,crime
ওর মারে চোদ,1,crime
সেফু তোর মায় আমারে চুদে,1,"Meme, TikTok and others"
আমি শুনেছি ওবায়দুল কাদরের আান্ডাওয়্যার ও বেশ দামী এটার উপর একটা ভিডিও বানানো যায় কি না দেখেন। জাতি উপকৃত হবে।,0,politics
জারে হালারফুত পাপনতুই বেশি দিন এই জাইগায় তাকতে পারবি নালাখ লাখ মানুষের অভিসাপ দেয়া আছে তর উপর।।সালা ফহিন্নির ফুত।।।,1,sports
মাগীর পোলারা মাগী বাজ আর মেয়ে গুলু ও মাগীর মত চেহারা,1,entertainment
আজ জুম্মা মোবারক! সারাদিন ফ্রি আছি।দুমাইয়া কমেন্ট পড়বো!,0,celebrity
দেওয়ান বাগি কুত্তার বাচ্ছারে জবাই দেওয়া উচিৎ,1,religion
হালারপুত হালা তোর লেখা কেন যে পড়লাম..খাড়া আমি এখনই বমি করে আইতাছি,1,celebrity
ওই খানকির পোলা বলে কি তোর মারে আসলে কি তোর মার সোনা পাক করেছে খানকির পোলাকে ওই খানকির পোলা আমার মারেচুদছিস খানকির পোলা হিজলা দের মত পড়ে পক পক করে খানকির পোলা না,1,"Meme, TikTok and others"
আসসালামু আলাইকুম ভাইয়া আর আপুরা। <br />তোমরা কেমন আছো সবাই।<br />তোমাদের নাটকটি কেমন লাগলো অবশ্যই জানাবে।,0,entertainment
পাপনের মুখটা দেখুন নিজের গদি ধরে কখন জানি টান মারে সেই টেনশন ধরে গেছে শালা গাঁজা খুরি কথা বার্তা তুই আগে পদত্যাগ কর দেখ নতুন কেউ আসলে কি ভাবে চালায়,1,sports
বাস্টার্ড টা ত বলেছে সে নাকি আল্লাহকে হাত ধরেছে বাচাইয়া দিছে নাউজুবিল্লা উনা ভক্ত্রা কি চুষে এসব দেখেনা ?,1,religion
